Ticker,Industry,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
AEP,Utilities,"NDX, S&P 500",20.52,3.85,0.03%,515.18M,-2.58%,40.69B,14.11,6.28%,-37.48%,515.02M,-8.98%,1.99B,3.95,1.78,75.70%,1.45% / 2.28,-8.80%,19.47B,2.09,-9.40%,0.33%,7.44M,-12.88%,46.55,1.70,2.10%,97.82,-24.26%,0.99,80.20,5.20%,8.30%,78.76 - 105.60,-16.78%,3.32,-,3.30%,5.40%,-25.17%,0.47,4.20%,0.50,4.90%,63.20%,0.33%,1.39,16974,0.60,-5.80%,15.80%,29.21,1.31% 1.73%,Yes,1.84,-1.10%,10.20%,0.97,78.78,Yes,1.53,Jul 27 BMO,84.60%,3.26M,79.02,2.50,-4.77%,-5.99%,-11.90%,"3,154,779",0.30%
LMT,Industrials,S&P 500,16.45,27.36,0.07%,252.80M,-0.88%,112.34B,16.02,3.51%,-9.45%,248.97M,-1.30%,7.06B,1.51,6.67,76.30%,0.61% / 1.48,-1.25%,67.39B,1.67,-4.80%,-0.75%,1.53M,-4.50%,36.55,12.31,13.00%,502.85,1.92%,14.71,30.59,10.89%,70.40%,381.55 - 508.10,-7.49%,12.00,18.71,10.80%,23.80%,-11.42%,0.64,2.67%,1.20,5.70%,12.80%,17.96%,6.04,116000,1.40,8.10%,12.80%,48.39,1.40% 1.15%,Yes,1.90,472.10%,10.50%,1.04,446.68,Yes,1.87,Jul 18 BMO,43.00%,1.03M,450.06,2.70,0.04%,-1.24%,-3.83%,"1,074,025",0.76%
FCX,Basic Materials,S&P 500,26.69,1.46,0.57%,1.43B,-6.23%,56.97B,18.53,20.67%,-0.09%,1.43B,-7.28%,2.10B,-,0.39,79.30%,1.10% / 1.31,9.06%,21.89B,2.6,-17.80%,-0.47%,15.67M,-8.83%,11.30,3.44,4.10%,45.77,29.42%,4.56,8.53,-,13.40%,25.83 - 46.56,2.76%,0.30,103.40,20.60%,18.30%,-16.58%,2.06,0.77%,1.70,6.80%,28.80%,50.38%,1.26,25600,2.90,5.90%,25.30%,37.39,2.43% 2.63%,Yes,0.59,-59.10%,9.60%,1.06,39.62,Yes,0.58,Jul 20 BMO,41.00%,11.92M,38.84,2.40,-7.98%,-4.40%,-1.48%,"12,629,808",-1.97%
NFLX,Communication Services,"NDX, S&P 500",47.10,8.59,1.35%,443.88M,-4.06%,182.80B,26.31,29.30%,-3.43%,437.17M,-7.52%,3.88B,1.95,3.50,80.30%,2.05% / 1.23,8.95%,32.13B,5.69,-14.40%,2.90%,8.97M,15.35%,51.44,7.86,8.60%,463.39,67.75%,18.98,21.31,24.17%,19.80%,211.73 - 485.00,37.18%,-,42.91,44.90%,12.80%,-16.59%,1.29,-,1.30,22.00%,38.80%,91.06%,11.92,12800,1.30,2.70%,17.50%,37.64,2.41% 2.61%,Yes,0.63,2.90%,13.20%,0.59,403.0,Yes,0.62,Jul 19 AMC,0.00%,7.30M,404.53,2.20,-5.31%,-6.41%,15.08%,"4,304,000",0.38%
SWK,Industrials,S&P 500,-,-0.55,0.20%,153.23M,-4.86%,13.90B,19.21,346.89%,-1.79%,152.39M,-8.06%,-79.60M,-,0.81,91.80%,5.06% / 4.87,7.91%,16.20B,0.86,-88.70%,1.83%,7.71M,-0.53%,62.22,1.44,2.50%,100.32,-12.50%,2.53,35.51,17.68%,6.50%,70.24 - 104.21,19.44%,3.24,-,-33.60%,2.60%,-13.90%,1.37,3.61%,-0.40,5.50%,22.80%,27.73%,2.46,54200,1.30,-94.80%,-24.60%,34.1,2.05% 2.51%,Yes,0.83,131.50%,3.80%,1.03,89.49,Yes,0.64,Aug 01 BMO,58.90%,1.58M,89.72,2.90,-7.37%,-4.38%,6.22%,"1,624,420",0.26%
SYF,Financial,S&P 500,6.14,5.40,0.40%,422.70M,-4.60%,13.72B,6.26,5.10%,-12.53%,415.71M,-4.93%,2.41B,-,1.48,99.94%,3.09% / 2.60,10.57%,18.86B,0.73,-16.20%,-4.80%,12.85M,-6.96%,29.92,1.11,2.30%,39.29,-5.77%,30.71,1.08,-3.62%,19.40%,26.59 - 40.88,0.94%,1.00,1.89,18.60%,42.90%,-18.87%,1.58,3.01%,-,0.90%,-,24.75%,0.8,18500,-,23.20%,60.50%,40.21,1.86% 2.16%,Yes,1.13,-17.70%,12.80%,0.67,33.06,Yes,1.13,Jul 18 BMO,17.30%,4.93M,33.17,2.60,-3.67%,-2.94%,0.11%,"3,300,685",0.33%
NXPI,Technology,"NDX, S&P 500",18.59,10.57,0.10%,259.16M,-3.74%,52.61B,13.22,8.54%,-15.45%,257.42M,-7.26%,2.77B,2.37,3.59,94.10%,2.32% / 2.46,11.92%,13.18B,3.99,55.50%,-2.29%,5.97M,2.79%,31.53,6.23,11.80%,231.35,9.07%,14.43,13.62,7.85%,36.20%,132.08 - 225.57,24.39%,4.06,21.38,19.80%,17.50%,-12.86%,1.59,2.06%,1.30,7.40%,57.00%,48.83%,5.9,34500,1.80,-0.40%,28.40%,36.97,2.71% 2.43%,Yes,1.37,5.50%,21.00%,0.82,194.53,Yes,1.24,Jul 24 AMC,34.90%,2.43M,196.57,2.30,-7.86%,-4.80%,8.78%,"1,989,204",1.05%
PEAK,Real Estate,S&P 500,20.71,0.97,0.30%,546.84M,-3.88%,11.01B,50.60,-15.89%,1.28%,545.42M,-7.21%,529.60M,-,0.08,97.50%,2.26% / 2.72,-0.54%,2.12B,5.2,324.50%,-2.27%,12.33M,-22.61%,12.09,1.66,3.20%,25.53,-28.34%,0.11,186.00,-10.10%,7.60%,19.08 - 28.43,-19.86%,1.20,63.69,0.00%,5.00%,-29.34%,0.89,5.97%,-,2.20%,58.50%,5.27%,0.42,199,-,5.50%,31.00%,33.18,1.42% 1.85%,Yes,0.98,67.50%,23.50%,0.63,20.28,Yes,0.96,Jul 27 AMC,119.90%,4.54M,20.09,2.20,-5.81%,-3.89%,-12.66%,"2,863,124",-0.94%
EFX,Industrials,S&P 500,45.22,4.25,0.10%,122.70M,-2.61%,23.70B,21.76,27.12%,-23.87%,122.21M,-11.19%,524.60M,3.61,1.76,96.90%,2.58% / 3.48,-8.64%,5.06B,4.68,-6.20%,0.33%,3.15M,-9.78%,34.16,5.63,4.60%,228.70,-10.21%,1.33,144.43,12.54%,13.10%,145.98 - 240.35,-1.13%,1.56,51.20,4.90%,8.50%,-20.05%,1.45,0.81%,1.20,8.80%,55.50%,31.63%,3.98,14000,1.20,0.10%,17.00%,26.23,1.61% 1.74%,Yes,1.35,-31.30%,10.40%,0.71,190.83,Yes,1.31,Jul 19 AMC,36.50%,906.09K,192.16,2.40,-4.02%,-11.78%,-6.63%,"639,915",0.70%
QCOM,Technology,"NDX, S&P 500",14.39,7.65,0.10%,1.12B,-3.94%,123.94B,12.06,9.90%,-0.95%,1.12B,-8.80%,8.63B,-,1.90,74.10%,1.20% / 1.49,2.94%,38.58B,3.21,45.10%,-0.30%,13.36M,-15.41%,18.54,5.94,17.50%,142.82,-25.87%,7.67,14.36,-11.57%,44.60%,101.47 - 152.91,0.15%,3.20,18.06,47.40%,41.20%,-28.00%,1.27,2.91%,1.60,14.70%,56.30%,8.50%,3.16,51000,2.40,-22.70%,25.70%,32.96,1.66% 2.29%,Yes,0.75,-53.10%,22.30%,0.71,110.08,Yes,0.70,Aug 02 AMC,39.60%,8.96M,110.1,2.10,-8.88%,-8.22%,-7.73%,"6,378,921",0.02%
FITB,Financial,S&P 500,7.29,3.51,0.10%,684.03M,-7.92%,17.37B,8.12,-1.99%,8.38%,677.50M,-12.54%,2.43B,1.51,0.82,83.00%,1.13% / 1.40,1.67%,8.42B,2.06,-10.40%,-0.12%,7.63M,-30.20%,22.94,1.12,1.20%,32.32,-31.27%,21.62,1.18,4.84%,15.70%,22.11 - 38.06,-22.01%,1.32,3.42,6.30%,15.20%,-32.76%,1.23,5.16%,-,8.00%,-,15.74%,0.7,19225,-,61.90%,63.80%,32.2,2.13% 2.22%,Yes,0.78,8.40%,28.80%,0.7,25.77,Yes,0.78,Jul 20 BMO,37.40%,5.46M,25.59,2.00,-8.26%,-5.93%,-15.32%,"3,800,808",-0.70%
MS,Financial,S&P 500,14.96,5.68,0.20%,1.64B,-3.20%,140.56B,11.47,26.83%,-12.15%,1.28B,-9.50%,9.49B,3.02,1.44,63.80%,1.44% / 2.53,0.47%,82.78B,1.7,-23.40%,-1.01%,18.34M,-14.74%,56.05,1.51,0.80%,98.12,-7.07%,63.41,1.34,4.96%,10.30%,74.67 - 100.99,-0.15%,3.40,-,10.50%,1.50%,-15.94%,1.33,4.01%,-,8.60%,60.70%,13.69%,1.62,82000,-,62.50%,15.40%,31.55,1.43% 1.55%,Yes,7.27,-10.60%,11.50%,0.92,85.79,Yes,2.66,Jul 18 BMO,53.90%,7.26M,84.89,2.40,-5.49%,-3.33%,-4.60%,"6,647,748",-1.05%
PNC,Financial,S&P 500,8.46,14.57,0.10%,401.00M,-5.19%,48.37B,10.00,-7.21%,-0.61%,396.71M,-8.05%,5.90B,-,3.11,84.90%,2.11% / 3.44,2.54%,20.84B,2.32,9.10%,-3.65%,8.36M,-22.17%,122.99,1.00,1.10%,141.65,-28.93%,113.23,1.09,-4.02%,12.40%,110.31 - 173.90,-22.00%,6.20,3.85,11.80%,15.40%,-29.16%,1.13,5.03%,-,7.40%,-,11.69%,2.93,59894,-,81.20%,63.40%,37.62,1.72% 2.07%,Yes,0.64,-0.80%,28.30%,0.55,123.5,Yes,0.64,Jul 18 BMO,41.20%,2.43M,123.2,2.50,-6.09%,-4.25%,-12.07%,"1,345,781",-0.24%
YUM,Consumer Cyclical,S&P 500,26.07,4.95,0.10%,281.00M,-3.79%,36.23B,21.79,12.81%,-14.69%,279.93M,-4.97%,1.42B,1.67,1.28,80.10%,1.69% / 2.70,-6.74%,6.99B,5.18,-12.40%,-7.99%,4.73M,-1.97%,-30.02,-,24.50%,149.15,8.40%,1.56,82.90,15.60%,-16.40%,103.96 - 143.24,0.81%,2.42,28.32,-1.80%,62.20%,-9.86%,1.01,1.87%,1.00,3.10%,48.90%,24.20%,2.02,23000,1.00,3.10%,31.80%,31.26,1.36% 1.56%,Yes,-,89.20%,20.30%,0.74,129.92,Yes,-,Aug 02 BMO,46.70%,1.75M,129.12,2.40,-4.43%,-4.61%,-1.70%,"1,299,992",-0.62%
CDAY,Technology,S&P 500,-,-0.09,0.30%,155.12M,-4.34%,10.98B,43.04,30.36%,-19.96%,153.91M,0.81%,-13.20M,-,0.30,105.82%,5.78% / 6.49,13.34%,1.39B,7.91,4.30%,-3.28%,8.90M,-7.91%,14.44,4.84,-0.20%,79.38,3.11%,3.10,22.56,41.34%,-0.60%,51.52 - 79.66,8.90%,-,140.59,17.70%,-2.20%,-12.30%,1.42,-,1.10,13.20%,41.10%,35.60%,2.42,8526,1.10,21.50%,2.10%,48.08,3.32% 3.22%,Yes,0.54,115.20%,-1.00%,0.86,68.29,Yes,0.54,Aug 02 AMC,-,1.37M,69.86,2.30,-1.83%,2.05%,3.67%,"1,182,393",2.30%
HAS,Consumer Cyclical,S&P 500,-,-1.85,0.20%,138.80M,-3.06%,8.75B,12.80,23.78%,0.00%,130.38M,-0.13%,-256.80M,-,1.78,86.00%,6.12% / 5.27,2.84%,5.57B,1.57,-56.70%,-0.62%,7.98M,9.07%,17.60,3.62,-2.80%,78.50,-21.53%,1.54,41.36,0.27%,-9.40%,45.75 - 84.19,4.51%,2.80,65.43,-23.60%,5.10%,-24.27%,0.72,4.39%,0.90,2.40%,59.20%,39.37%,1.48,6490,1.30,-9.60%,-1.80%,47.37,2.33% 2.33%,Yes,1.59,-266.00%,-4.60%,0.5,63.68,Yes,1.50,Aug 03 BMO,191.60%,1.51M,63.76,1.60,-1.14%,0.37%,7.31%,"761,091",0.13%
KLAC,Technology,"NDX, S&P 500",19.84,24.10,0.30%,136.88M,-0.21%,67.71B,18.10,16.73%,-20.56%,136.39M,6.19%,3.39B,3.29,5.42,91.60%,1.63% / 2.12,11.52%,10.50B,6.45,10.20%,-4.47%,2.23M,21.67%,21.33,22.41,24.80%,521.47,27.43%,22.89,20.88,6.02%,131.40%,250.20 - 517.30,26.77%,5.20,20.34,26.10%,40.60%,-7.60%,1.36,1.09%,1.50,21.10%,61.60%,91.03%,13.71,15000,2.20,-5.30%,37.90%,47.79,2.51% 2.41%,Yes,2.02,-7.90%,32.30%,0.73,472.95,Yes,2.02,Jul 27 AMC,21.50%,1.05M,477.96,2.20,-2.05%,0.15%,16.23%,"766,251",1.06%
ZTS,Healthcare,S&P 500,38.19,4.75,0.20%,461.90M,-4.85%,83.14B,29.85,12.15%,-1.98%,461.17M,5.80%,2.21B,3.39,1.37,94.50%,0.76% / 1.68,1.03%,8.22B,10.11,5.20%,0.02%,3.51M,4.39%,10.01,18.14,15.80%,218.83,5.28%,3.74,48.51,11.28%,48.70%,124.15 - 194.99,23.90%,1.50,64.70,15.50%,17.20%,-6.88%,0.78,0.83%,2.00,8.80%,70.60%,46.25%,4.17,13800,3.50,6.20%,34.40%,47.75,1.77% 2.67%,Yes,1.42,29.20%,26.90%,0.97,182.77,Yes,1.42,Aug 08 BMO,29.40%,2.09M,181.57,1.90,-2.70%,3.09%,9.51%,"2,027,208",-0.66%
MDLZ,Consumer Defensive,"NDX, S&P 500",23.59,3.02,0.17%,1.36B,-3.84%,96.44B,20.16,9.05%,-0.88%,1.36B,-3.72%,4.14B,2.55,0.79,80.10%,1.05% / 2.23,-7.95%,34.13B,2.83,-35.50%,-0.13%,14.24M,8.30%,21.00,3.39,5.80%,83.50,8.58%,1.09,65.07,9.25%,15.00%,54.72 - 78.59,6.72%,1.70,33.28,1.50%,5.10%,-9.49%,0.65,2.39%,0.40,4.00%,36.60%,29.99%,1.03,91000,0.60,17.00%,13.00%,36.7,1.15% 1.35%,Yes,0.74,28.00%,12.10%,0.83,71.2,Yes,0.63,Jul 27 AMC,50.80%,6.40M,71.13,2.00,-3.53%,-2.79%,2.11%,"5,328,269",-0.10%
TT,Industrials,S&P 500,24.00,8.21,0.10%,228.50M,-3.06%,44.75B,20.34,9.30%,-16.05%,227.68M,0.68%,1.90B,1.85,2.65,88.40%,1.04% / 2.01,12.43%,16.82B,2.66,27.00%,1.04%,2.37M,7.01%,27.39,7.19,10.40%,213.19,18.35%,2.92,67.44,12.97%,31.00%,139.07 - 209.17,17.17%,3.00,29.42,8.40%,18.70%,-5.84%,1.05,1.52%,0.80,2.40%,32.00%,41.62%,3.71,39000,1.20,12.30%,15.80%,45.82,1.74% 1.78%,Yes,0.80,18.70%,11.20%,0.66,197.63,Yes,0.72,Aug 02 BMO,34.70%,1.18M,196.95,2.70,-1.91%,1.90%,8.78%,"774,923",-0.34%
VTR,Real Estate,S&P 500,220.84,0.19,0.55%,400.43M,-1.99%,17.18B,140.33,47.29%,-0.05%,400.16M,-15.56%,77.20M,-,0.02,95.10%,2.36% / 3.95,-6.86%,4.27B,4.02,-193.60%,-0.57%,9.46M,-17.56%,25.57,1.64,0.30%,52.12,-16.93%,0.34,123.95,-,0.70%,35.33 - 53.15,-6.86%,1.80,28.64,-15.70%,2.10%,-21.05%,1.24,4.29%,-,2.90%,43.90%,18.77%,1.0,451,-,8.20%,11.70%,26.79,1.68% 1.96%,Yes,1.30,341.20%,1.80%,1.18,42.0,Yes,1.30,Aug 03 AMC,934.40%,2.40M,41.96,2.10,-9.05%,-10.03%,-9.22%,"2,829,462",-0.10%
FRT,Real Estate,S&P 500,20.85,4.62,0.10%,81.14M,-5.66%,7.90B,34.48,4.80%,0.00%,80.70M,-6.37%,376.10M,2.93,0.67,98.60%,3.02% / 4.20,8.01%,1.07B,7.35,43.30%,3.06%,2.44M,-12.20%,34.08,2.83,4.60%,111.38,-14.42%,1.21,79.49,7.12%,13.80%,85.27 - 115.08,-4.57%,4.36,-,10.10%,7.30%,-16.21%,1.23,4.52%,-,4.60%,66.80%,13.08%,1.94,314,-,6.30%,49.00%,36.25,1.91% 1.83%,Yes,1.61,3.30%,35.00%,0.52,96.05,Yes,1.61,Aug 02 AMC,92.20%,581.49K,96.42,2.30,-5.02%,-2.19%,-4.36%,"299,998",0.39%
ROK,Industrials,S&P 500,23.79,12.26,0.20%,114.80M,-1.57%,33.83B,21.76,11.83%,-15.78%,114.68M,-14.89%,1.42B,1.40,3.47,82.60%,2.72% / 4.04,3.71%,8.62B,3.92,-31.20%,-1.29%,3.12M,-1.47%,29.12,10.01,12.60%,315.95,13.92%,3.83,76.18,16.97%,46.70%,209.27 - 348.52,13.19%,4.72,42.48,4.60%,14.00%,-16.35%,1.47,1.62%,0.80,4.20%,41.20%,39.31%,6.87,26000,1.10,13.70%,19.70%,31.51,1.65% 2.00%,Yes,1.12,35.30%,16.40%,0.56,291.49,Yes,0.86,Aug 01 BMO,37.80%,772.35K,291.54,2.70,-6.88%,-8.91%,1.71%,"435,811",0.02%
HOLX,Healthcare,S&P 500,37.86,1.93,1.10%,246.91M,-2.84%,17.92B,18.31,2.02%,-0.46%,243.14M,-7.76%,484.10M,3.79,0.84,99.40%,2.19% / 3.21,-9.76%,4.04B,4.44,-28.80%,-9.40%,5.33M,-11.46%,20.99,3.48,5.20%,89.93,1.75%,11.29,6.48,10.00%,9.50%,59.78 - 87.88,-2.22%,-,21.54,14.20%,17.50%,-16.76%,1.01,-,3.70,9.70%,56.30%,22.37%,1.42,6944,4.40,-1.80%,16.80%,29.8,1.30% 1.93%,Yes,0.55,-118.20%,12.00%,2.29,74.0,Yes,0.54,Jul 31 AMC,0.00%,1.66M,73.15,2.40,-5.50%,-7.06%,-7.61%,"3,812,526",-1.15%
LDOS,Technology,S&P 500,18.73,5.13,0.50%,137.00M,-1.60%,13.16B,13.01,10.52%,1.02%,136.05M,5.19%,708.00M,2.37,1.67,78.60%,1.27% / 1.95,21.77%,14.84B,0.89,-5.70%,-1.72%,1.73M,-3.35%,33.55,2.86,5.40%,114.25,-4.99%,2.40,39.99,7.90%,16.30%,76.58 - 110.91,-8.64%,1.44,17.31,24.90%,9.70%,-13.35%,0.77,1.50%,1.10,7.20%,14.10%,25.49%,1.49,45000,1.30,6.70%,7.70%,57.08,1.21% 1.59%,Yes,1.06,21.10%,4.80%,3.78,96.31,Yes,1.02,Aug 01 BMO,27.90%,886.02K,96.1,2.10,0.20%,6.10%,1.48%,"3,351,599",-0.22%
SRE,Utilities,S&P 500,17.92,7.89,0.04%,315.01M,-2.02%,44.09B,14.77,6.29%,-22.67%,314.42M,-5.47%,2.50B,4.33,2.00,89.10%,0.87% / 2.41,-3.86%,16.97B,2.6,65.20%,-0.49%,2.72M,-10.19%,85.54,1.65,3.10%,171.00,-16.60%,3.46,40.93,4.14%,9.40%,136.54 - 176.47,-8.48%,4.76,-,13.00%,3.20%,-19.86%,0.75,3.37%,0.50,8.50%,-,3.58%,2.53,15785,0.60,-6.00%,19.20%,39.18,1.52% 1.74%,Yes,1.15,7.80%,14.70%,1.18,141.72,Yes,1.02,Aug 03 BMO,58.40%,1.13M,141.43,2.10,-2.97%,-3.36%,-7.13%,"1,332,609",-0.20%
CMCSA,Communication Services,"NDX, S&P 500",29.02,1.58,0.74%,4.17B,-0.59%,188.36B,10.87,10.68%,0.00%,4.08B,5.90%,6.51B,3.94,0.95,85.60%,0.87% / 1.90,10.77%,120.61B,1.56,-60.20%,-1.89%,35.55M,15.21%,20.20,2.27,2.50%,48.84,16.56%,1.74,26.36,7.36%,7.90%,28.39 - 47.46,30.86%,1.16,15.78,-10.40%,5.40%,-3.57%,0.97,2.53%,0.80,7.40%,69.60%,61.18%,0.83,186000,0.80,1.70%,12.00%,60.71,1.83% 1.72%,Yes,1.22,34.00%,5.40%,0.94,46.24,Yes,1.13,Jul 27 BMO,70.60%,18.70M,45.76,2.20,1.36%,6.69%,18.38%,"17,599,906",-1.04%
PRU,Financial,S&P 500,31.03,2.99,0.15%,364.80M,-2.53%,33.48B,7.03,11.17%,-2.73%,362.07M,-2.34%,1.09B,2.90,3.23,59.90%,1.48% / 2.91,12.64%,64.36B,0.52,-120.10%,-0.89%,5.37M,-10.00%,77.94,1.19,0.20%,96.61,-11.26%,40.62,2.28,10.70%,4.70%,75.37 - 110.96,-6.70%,5.00,8.06,-18.60%,-3.80%,-16.37%,1.4,5.39%,-,0.00%,-,23.13%,1.77,39854,-,18.50%,2.00%,44.88,1.48% 1.79%,Yes,0.70,150.80%,1.70%,0.88,92.92,Yes,0.68,Aug 01 AMC,162.80%,1.85M,92.8,3.10,-2.95%,1.74%,-0.60%,"1,619,684",-0.13%
TROW,Financial,S&P 500,16.05,6.70,0.80%,224.40M,-4.20%,24.44B,14.27,3.73%,-0.76%,219.73M,-10.51%,1.51B,-,1.82,79.40%,8.46% / 13.02,-0.07%,6.26B,3.9,-48.90%,1.54%,18.60M,-9.63%,41.28,2.61,12.50%,107.00,-17.46%,9.91,10.86,-3.30%,16.80%,93.53 - 134.64,-1.33%,4.88,18.92,1.40%,21.00%,-20.08%,1.33,4.53%,-,6.00%,-,15.05%,2.73,7868,-,6.40%,29.40%,34.16,1.59% 2.19%,Yes,0.01,41.60%,24.10%,1.19,108.67,Yes,0.00,Jul 28 BMO,71.90%,1.43M,107.61,3.50,-7.56%,-5.96%,-5.30%,"1,700,538",-0.98%
MU,Technology,"NDX, S&P 500",-,-2.68,0.20%,1.09B,-1.21%,70.81B,-,76.80%,-12.20%,1.09B,-1.70%,-2911.00M,-,-1.18,82.40%,1.78% / 1.16,-5.89%,18.17B,3.9,50.70%,-1.27%,19.48M,5.90%,41.50,1.53,-4.40%,75.03,3.20%,9.30,6.84,-,-6.10%,48.43 - 74.77,27.23%,0.46,-,11.90%,15.40%,-14.95%,1.37,0.72%,2.60,8.60%,9.00%,31.30%,2.05,48000,4.30,-56.60%,-15.10%,41.4,3.49% 2.81%,Yes,0.29,-174.00%,-16.00%,0.57,63.56,Yes,0.29,Jun 28 AMC,4.05%,16.82M,63.59,2.20,-5.85%,-3.84%,4.53%,"9,572,044",0.05%
ALL,Financial,S&P 500,-,-10.36,0.61%,262.60M,-2.61%,28.20B,8.86,659.50%,-1.87%,259.96M,-5.17%,-2739.00M,-,0.90,81.50%,1.19% / 1.64,-10.68%,54.62B,0.52,-130.80%,1.14%,3.10M,-22.55%,51.47,2.06,-2.80%,127.94,-19.58%,2.63,40.34,-,-18.20%,100.57 - 142.15,-21.69%,3.56,6.33,-21.60%,-5.80%,-25.30%,0.57,3.35%,-,5.40%,-,5.59%,2.96,54000,-,14.40%,-6.40%,44.06,2.80% 2.52%,Yes,0.59,-39.30%,-5.00%,0.77,107.91,Yes,0.59,Aug 01 AMC,-,1.90M,106.19,2.30,-3.69%,-2.89%,-11.95%,"1,463,981",-1.59%
ODFL,Industrials,"NDX, S&P 500",34.20,11.51,12.72%,109.52M,-4.21%,42.49B,30.03,21.47%,-0.01%,97.78M,-1.22%,1.28B,4.33,2.79,76.40%,3.42% / 3.67,28.41%,5.95B,7.14,37.10%,-1.20%,3.34M,11.81%,34.99,11.25,26.10%,408.60,29.77%,0.51,771.13,7.91%,34.60%,240.00 - 429.24,38.66%,1.60,65.65,33.20%,36.70%,-8.33%,1.13,0.41%,1.50,13.30%,86.80%,63.95%,12.27,23471,1.50,-15.20%,28.60%,47.36,3.18% 3.20%,Yes,0.02,-19.70%,21.50%,0.96,394.17,Yes,0.02,Jul 26 BMO,12.10%,910.13K,393.49,2.70,-3.61%,5.01%,18.38%,"869,551",-0.17%
CINF,Financial,S&P 500,12.09,8.59,0.50%,157.00M,-3.43%,16.29B,17.02,21.59%,-2.30%,154.38M,1.28%,1.35B,0.73,1.07,68.00%,1.17% / 2.62,-1.76%,9.37B,1.74,-116.90%,2.21%,1.80M,-17.49%,70.25,1.48,4.50%,122.80,-2.42%,4.77,21.78,16.50%,13.00%,88.66 - 130.66,1.45%,3.00,7.73,-23.90%,-3.80%,-20.50%,0.61,2.89%,-,2.70%,-,17.16%,1.98,5148,-,217.70%,18.10%,45.22,1.32% 1.82%,Yes,0.08,165.90%,14.50%,0.81,105.13,Yes,0.08,Jul 27 AMC,32.70%,686.15K,103.87,2.50,-2.55%,1.74%,-2.94%,"554,319",-1.20%
UA,Consumer Cyclical,-,8.72,0.82,17.27%,220.43M,0.00%,3.33B,11.17,20.80%,-16.61%,173.86M,-4.54%,-,0.40,0.21,65.43%,4.76% / 2.59,1.13%,5.87B,0.57,-8.60%,-,8.27M,-22.37%,4.50,1.59,-,13.00,-20.64%,-,-,21.80%,-,5.74 - 11.41,-19.84%,-,-,-9.18%,-,-37.36%,1.62,-,-,-,-,24.56%,0.23,7600,-,-2.40%,-,49.89,2.95% 3.01%,Yes,-,11.30%,-,1.91,7.05,Yes,-,Aug 08 BMO,0.00%,3.19M,7.15,2.00,-0.88%,1.21%,-11.41%,"6,088,411",1.42%
MCO,Financial,S&P 500,40.81,8.01,0.10%,183.50M,-2.87%,60.47B,28.58,13.37%,-22.85%,183.10M,-8.87%,1.48B,3.00,2.38,94.40%,0.87% / 2.07,4.10%,5.53B,10.94,-34.70%,-0.31%,1.59M,8.11%,17.13,19.09,9.90%,375.68,1.70%,12.63,25.90,13.58%,52.80%,230.16 - 363.19,17.37%,3.08,36.69,3.70%,16.30%,-9.96%,1.3,0.94%,1.60,5.40%,70.00%,42.08%,5.57,14635,1.60,8.20%,34.20%,31.57,1.45% 1.62%,Yes,2.30,15.80%,25.80%,0.86,328.5,Yes,2.20,Jul 25 BMO,36.90%,766.64K,327.02,2.30,-5.11%,-4.91%,5.36%,"658,604",-0.45%
RF,Financial,S&P 500,8.33,2.35,0.24%,939.00M,-5.24%,18.41B,8.75,-5.02%,0.09%,936.77M,-3.98%,2.21B,-,0.58,77.50%,2.31% / 2.80,15.01%,6.28B,2.93,-8.60%,0.72%,21.68M,-17.41%,15.95,1.23,1.40%,22.22,-14.45%,10.49,1.86,-0.88%,15.20%,13.94 - 24.33,-9.37%,0.96,9.32,17.10%,23.40%,-19.69%,1.19,4.91%,-,5.10%,-,40.17%,0.45,20349,-,50.60%,79.10%,45.03,1.58% 2.13%,Yes,0.29,-0.30%,35.20%,0.73,19.6,Yes,0.29,Jul 21 BMO,32.60%,7.76M,19.54,2.30,-3.53%,2.26%,-3.42%,"5,633,257",-0.31%
AMZN,Consumer Cyclical,"NDX, S&P 500",105.90,1.26,9.80%,10.29B,-3.75%,1376.02B,42.69,41.73%,-0.03%,9.32B,2.51%,13.07B,-,0.58,60.10%,0.76% / 1.20,12.75%,538.05B,2.56,-108.20%,0.60%,70.67M,35.73%,16.39,8.13,2.90%,168.79,-6.25%,6.19,21.51,-,8.60%,81.43 - 143.63,58.60%,-,428.80,-26.00%,6.60%,-7.25%,1.22,-,0.70,23.60%,45.50%,63.60%,3.52,1541000,0.90,10.80%,3.30%,48.82,2.16% 2.25%,Yes,0.50,424.10%,2.40%,0.82,133.98,Yes,0.48,Aug 03 AMC,0.00%,59.13M,133.22,1.70,-0.69%,1.79%,24.61%,"48,438,961",-0.57%
